cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
168	Dubosiella_newyorkensis_SGB6789	oleoyl ethanolamide;palmitoyl ethanolamide	0.007783120662267817
169	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	5-hydroxymethylcytosine	0.007847669981912149
170	Streptococcus_lutetiensis_SGB8021	2-hydroxysebacate	0.007892812471617869
171	Dubosiella_newyorkensis_SGB6789	N-acetylmuramate	0.007929844374729997
172	Lactobacillus_acidophilus_SGB7044	gentisate	0.007938705165205695
173	Oscillospiraceae_SGB15313	tryptophan;glycylisoleucine;glycylleucine;glycylvaline;phenylalanine;tyrosine	0.007972889667754484
174	Lachnospiraceae_SGB106016	4-hydroxyphenylpyruvate;3-methyl-2-oxobutyrate;4-methyl-2-oxopentanoate;3-methyl-2-oxovalerate	0.007972889667754484
175	Bifidobacterium_pseudolongum_SGB17279;Bifidobacterium_criceti_SGB17283;Bifidobacterium_animalis_SGB17278	beta-alanine;3-aminoisobutyrate	0.007972889667754484
176	Bifidobacterium_pseudolongum_SGB17279	nicotinamide riboside	0.007972889667754484
177	Adlercreutzia_equolifaciens_SGB14797	N-acetylputrescine	0.007972889667754484
178	Erysipelotrichaceae_SGB72140;Dubosiella_newyorkensis_SGB6789;Adlercreutzia_equolifaciens_SGB14797;Coriobacteriaceae_bacterium_SGB33579;Erysipelotrichaceae_SGB105325;Erysipelotrichaceae_SGB65947;Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	N-acetylhistidine	0.00802207435441981
179	Lachnospiraceae_SGB4859;Lachnospiraceae_SGB66068	glycine	0.008097800205573272
180	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	2-hydroxysebacate	0.008102053274833048
181	Collinsella_sp_BA40_SGB86217	N2-acetyllysine;N6-acetyllysine	0.008176069498388292
182	Lachnospiraceae_SGB4574	aspartate	0.008225109031371804
183	Collinsella_sp_BA40_SGB86217	propionylglycine (C3)	0.008235479660538053
184	Collinsella_SGB14744_SGB14744	eicosenoylcarnitine (C20:1)*	0.00832392803382328
185	Dubosiella_newyorkensis_SGB6789	I-urobilinogen;D-urobilin	0.00848708069089997
186	Lachnospiraceae_SGB66069;Lachnospiraceae_SGB58537	2-hydroxyglutarate	0.008494733917213325
187	Bifidobacterium_pseudolongum_SGB17279	sedoheptulose	0.008637649624160826
188	Lachnospiraceae_SGB4870	4-hydroxyphenylpyruvate;3-methyl-2-oxobutyrate;4-methyl-2-oxopentanoate;3-methyl-2-oxovalerate	0.008637649624160826
189	Collinsella_intestinalis_SGB14741	equol;2'-deoxyinosine;2'-deoxyuridine;thymidine	0.008654849052113408
190	Fusicatenibacter_saccharivorans_SGB4874	enterolactone	0.008695453460654442
191	Lachnospiraceae_SGB4859;Lachnospiraceae_SGB66068	butyrylglycine (C4);N-acetylglycine;succinate	0.008729628584898194
192	Veillonella_magna_SGB6926	biliverdin;thiamin monophosphate	0.00879749678220404
193	Peptacetobacter_SGB6132_SGB6132;Peptacetobacter_hiranonis_SGB6131	1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*	0.00879749678220404
194	Dubosiella_newyorkensis_SGB6789	3-methylbutanol sulfate;4-acetamidobutanoate;N-acetyl-1-methylhistidine*;1-methyl-4-imidazoleacetate;4-imidazoleacetate	0.008812575980297579
195	Streptococcus_lutetiensis_SGB8021	N-monomethylarginine	0.008863401311766717
196	Erysipelotrichaceae_SGB42251	enterodiol	0.008877753061848544
197	Lachnospiraceae_bacterium_NSJ_12_SGB6077	N6-carboxymethyllysine	0.008884100085702984
198	Erysipelotrichaceae_SGB66599;Lachnospiraceae_SGB4859;Lachnospiraceae_SGB66068;Holdemanella_porci_SGB6796;Allobaculum_stercoricanis_SGB29316	N6-methyllysine;2-aminophenol	0.008884100085702984
199	Firmicutes_SGB4052	N2-acetyllysine;N6-acetyllysine	0.009014705289497521
200	Erysipelotrichaceae_SGB65946	enterodiol	0.009014705289497521
201	Erysipelotrichaceae_SGB65948;Faecalibaculum_rodentium_SGB4047;Atopobiaceae_unclassified_SGB105119_SGB105119;Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	N-acetylmuramate	0.00903925624662832
202	Lachnospiraceae_SGB4870	glycylisoleucine;glycylleucine;glycylvaline;phenylalanine;tyrosine	0.00915122532139941
203	Erysipelotrichaceae_SGB65947	5-methyluridine (ribothymidine);adenosine;guanosine	0.00917160409876513
204	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	alpha-CEHC	0.00930427136120263
205	Firmicutes_SGB66598	N-acetyl-1-methylhistidine*	0.009308619234811667
206	Lachnospiraceae_SGB106016	spermine;ursocholate	0.009403637817318731
207	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	guanosine	0.009403637817318731
208	Erysipelotrichaceae_SGB72140	1-methylhistamine	0.009484594579092027
209	Collinsella_SGB14744_SGB14744	linolenoyl ethanolamide;arachidonoyl ethanolamide;palmitoleoyl ethanolamide*	0.00950126497545081
210	Lachnospiraceae_SGB106016	glutamine	0.009523744305361103
211	Limosilactobacillus_reuteri_SGB7095	gamma-glutamylisoleucine*	0.009525741230575629
212	Lachnospiraceae_unclassified_SGB65957_SGB65957	piperidine;cadaverine;N-acetyl-cadaverine	0.009530331951368924
213	Coprococcus_sp_AF21_14LB_SGB25437	guanine	0.009530331951368924
214	Erysipelotrichaceae_SGB65948;Faecalibaculum_rodentium_SGB4047;Atopobiaceae_unclassified_SGB105119_SGB105119;Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	N6-methyllysine	0.009643266997124773
215	Streptococcus_lutetiensis_SGB8021	nicotinate ribonucleoside;inosine;xanthosine;uridine;cytidine;5-methyluridine (ribothymidine);adenosine;guanosine	0.009699602564844896
216	Erysipelotrichaceae_SGB65948	1-palmitoleoylglycerol (16:1)*	0.009871533135288924
217	Oscillospiraceae_SGB15313	phytosphingosine	0.009884322365525548
218	Faecalibaculum_rodentium_SGB4047	inosine	0.010044405830635653
219	Firmicutes_SGB105987	N-butyryl-isoleucine;N-acetyltyrosine;N-acetylisoleucine;N-acetylleucine;N-butyryl-leucine	0.010335901690995073
220	Firmicutes_unclassified_SGB14909	2-hydroxybutyrate/2-hydroxyisobutyrate;alpha-hydroxyisocaproate;2-hydroxy-3-methylvalerate;alpha-hydroxyisovalerate;2-hydroxy-4-(methylthio)butanoic acid	0.010448687800646823
221	Limosilactobacillus_reuteri_SGB7095	N-acetyl-1-methylhistidine*	0.010448687800646823
222	Turicibacter_bilis_SGB6847	malate;glutamate;gamma-glutamyl-alpha-lysine	0.010468351595057386
223	Erysipelotrichaceae_SGB44483	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0.010478861947182488
224	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	dihydrocaffeate sulfate (2)	0.010478861947182488
225	Adlercreutzia_equolifaciens_SGB14797;Coriobacteriaceae_bacterium_SGB33579;Erysipelotrichaceae_SGB105325;Erysipelotrichaceae_SGB65947;Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	N-acetylmuramate	0.010483399925364177
226	Lactobacillus_johnsonii_SGB7041;Limosilactobacillus_reuteri_SGB7095	dihomo-linolenoyl ethanolamide	0.010523198129217327
227	Firmicutes_SGB4052;Firmicutes_unclassified_SGB4994	lactate	0.010567932254993011
228	Faecalibaculum_rodentium_SGB4047;Atopobiaceae_unclassified_SGB105119_SGB105119;Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	N-acetylglutamate	0.0106837740607125
229	Streptococcus_lutetiensis_SGB8021	6-hydroxynicotinate	0.010758002748664983
230	Eubacteriaceae_SGB106207	1,2-dilinoleoyl-GPE (18:2/18:2)*	0.010801795055530703
231	Limosilactobacillus_reuteri_SGB7095	N6-acetyllysine	0.010834003788560077
232	Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	N-acetylputrescine	0.010834003788560077
233	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	thymine	0.011103843106332629
234	Collinsella_intestinalis_SGB14741	alpha-CEHC;I-urobilinogen;D-urobilin	0.011103843106332629
235	Fusicatenibacter_saccharivorans_SGB4874	methylphosphate	0.011103843106332629
236	Blautia_hansenii_SGB4794	4-methylhexanoate (a7:0)	0.011180983010409389
237	Firmicutes_SGB106203	alpha-CEHC taurine*;dihydrokaempferol	0.011180983010409389
238	Firmicutes_unclassified_SGB14909	enterolactone	0.011180983010409389
239	Limosilactobacillus_reuteri_SGB7095	N6-methyllysine;2-aminophenol	0.011180983010409389
240	Holdemanella_porci_SGB6796	N-acetylputrescine	0.011222165092118284
241	Firmicutes_SGB106203	butyrylputrescine/isobutyrylputrescine	0.011222165092118284
242	Erysipelotrichaceae_SGB65948;Faecalibaculum_rodentium_SGB4047;Atopobiaceae_unclassified_SGB105119_SGB105119;Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	glucuronate	0.011280192332625776
243	Lachnospiraceae_SGB66068	N-formylmethionine	0.011280192332625776
244	Lachnospiraceae_SGB66069;Lachnospiraceae_SGB58537	methionine sulfoxide	0.011280192332625776
245	Lachnospiraceae_SGB4859	3-hydroxybutyrate (BHBA)	0.011280192332625776
246	Faecalibaculum_rodentium_SGB4047;Atopobiaceae_unclassified_SGB105119_SGB105119;Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	butyrate/isobutyrate (4:0);valerate (5:0);caproate (6:0)	0.01134953622674921
247	Faecalibaculum_rodentium_SGB4047;Atopobiaceae_unclassified_SGB105119_SGB105119	1-palmitoleoylglycerol (16:1)*	0.011413367231425338
248	Lachnospiraceae_SGB66069	glutamate;gamma-glutamyl-alpha-lysine	0.011413367231425338
249	Clostridiaceae_SGB4746	4-hydroxyphenylpyruvate;3-methyl-2-oxobutyrate;4-methyl-2-oxopentanoate;3-methyl-2-oxovalerate	0.011413367231425338
250	Lachnospiraceae_SGB4870	3-(4-hydroxyphenyl)lactate (HPLA)	0.011413367231425338
251	Ligilactobacillus_ruminis_SGB7061	adenosine;guanosine	0.011413367231425338
252	Erysipelotrichaceae_SGB65944	deoxycholic acid 12-sulfate*	0.011413367231425338
253	Adlercreutzia_equolifaciens_SGB14797	oleoyl ethanolamide;palmitoyl ethanolamide	0.011456952330862325
254	Collinsella_SGB14744_SGB14744	ergothioneine;uracil;thymine	0.011483859711440579
255	Lachnospiraceae_SGB4574	alpha-CEHC taurine*	0.011586678008548837
256	Lachnospiraceae_SGB106016	xanthurenate;alpha-ketoglutaramate*;phenylpyruvate	0.011625151020973907
257	Bifidobacterium_canis_SGB53847;Bifidobacterium_pullorum_SGB17264;Bifidobacterium_pseudolongum_SGB17279;Bifidobacterium_criceti_SGB17283;Bifidobacterium_animalis_SGB17278	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0.011677905551581465
258	Lactobacillus_acidophilus_SGB7044;Lactobacillus_johnsonii_SGB7041;Limosilactobacillus_reuteri_SGB7095	choline	0.011717271339248474
259	Limosilactobacillus_reuteri_SGB7095	imidazole lactate	0.011770432695168068
260	Bifidobacterium_criceti_SGB17283	uracil;thymine	0.0118240128366484
261	Blautia_SGB47660_SGB47660	uracil	0.012029130296419482
262	Lachnospiraceae_SGB66068	ergothioneine	0.012113734829965379
263	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	13-HODE + 9-HODE	0.012202636496071442
264	Fusicatenibacter_saccharivorans_SGB4874	riboflavin (Vitamin B2)	0.012253752575742773
265	Erysipelotrichaceae_SGB65947	N-monomethylarginine	0.012259385484248233
266	Collinsella_SGB14744_SGB14744	leucylhydroxyproline*	0.012288040822906549
267	Lactobacillus_acidophilus_SGB7044	1-methyl-4-imidazoleacetate;4-imidazoleacetate	0.012288040822906549
268	Lachnospiraceae_SGB66069	phenyllactate (PLA)	0.01230863447086643
269	Erysipelotrichaceae_SGB65944	leucylhydroxyproline*	0.012345000209634402
270	Bifidobacterium_canis_SGB53847;Bifidobacterium_pullorum_SGB17264;Bifidobacterium_pseudolongum_SGB17279;Bifidobacterium_criceti_SGB17283;Bifidobacterium_animalis_SGB17278	N2-acetyllysine	0.01238073802240863
271	Ligilactobacillus_ruminis_SGB7061	N,N-dimethylalanine	0.012417073312216184
272	Streptococcus_lutetiensis_SGB8021	histamine;N-acetylhistamine	0.012417073312216184
273	Erysipelotrichaceae_SGB105325;Erysipelotrichaceae_SGB65947;Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	oleoyl ethanolamide;palmitoyl ethanolamide	0.012431618397554273
274	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	creatinine	0.012431618397554273
275	Erysipelotrichaceae_SGB72140	N,N-dimethylalanine	0.01244083354069942
276	Firmicutes_SGB105987	butyrylglutamine/isobutyrylglutamine	0.012464881352637739
277	Allobaculum_stercoricanis_SGB29316	3-(4-hydroxyphenyl)lactate (HPLA)	0.01257309698760434
278	Slackia_SGB14778_SGB14778	triacetate lactone	0.01257309698760434
279	Dubosiella_newyorkensis_SGB6789	enterolactone	0.012616897219357086
280	Collinsella_sp_BA40_SGB86217	homoarginine;N-delta-acetylornithine	0.012638440398960537
281	Lachnospiraceae_SGB4859;Lachnospiraceae_SGB66068	isobutyrylglycine (C4)	0.012688593536071272
282	Firmicutes_unclassified_SGB14909	naringenin	0.012692420646861395
283	Holdemanella_porci_SGB6796	3-hydroxybutyrate (BHBA)	0.012824254755518035
284	Faecalibaculum_rodentium_SGB4047	guanosine	0.012964709597354004
285	Fusicatenibacter_saccharivorans_SGB4874	glycerate	0.01296764568359837
286	Collinsella_SGB14744_SGB14744	isocaproate (i6:0);5-methylhexanoate (i7:0)	0.012989058245798704
287	Firmicutes_unclassified_SGB14909	leucylhydroxyproline*	0.013137097081855665
288	Lactobacillus_acidophilus_SGB7044	enterodiol	0.013183672007687632
289	Lachnospiraceae_SGB66069	tyrosylglycine	0.013191569840615444
290	Coriobacteriaceae_bacterium_SGB33579	N-monomethylarginine	0.013312560572954211
291	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	2'-deoxyuridine;thymidine	0.013314983655241539
292	Veillonella_magna_SGB6926	indolepropionate	0.013314983655241539
293	Erysipelotrichaceae_SGB72140	N-monomethylarginine	0.013318875425183766
294	Firmicutes_SGB4052	N-acetylcitrulline	0.013318875425183766
295	Lachnospiraceae_SGB66069	histidine	0.01334131648831767
296	Lachnospiraceae_SGB66069	valylglutamine;tryptophan;glycylisoleucine;glycylleucine;glycylvaline;phenylalanine;tyrosine	0.013362707988740773
297	Bifidobacterium_canis_SGB53847;Bifidobacterium_pullorum_SGB17264;Bifidobacterium_pseudolongum_SGB17279;Bifidobacterium_criceti_SGB17283;Bifidobacterium_animalis_SGB17278	N-acetylglutamate	0.013362707988740773
298	Lachnospiraceae_SGB106016	alanine;threonine;leucine;methionine;isoleucine;valine	0.013385576693876819
299	Erysipelotrichaceae_SGB105325	1-palmitoylglycerol (16:0)	0.013444379471389422
300	Lachnospiraceae_SGB4574	formiminoglutamate	0.013444379471389422
301	Adlercreutzia_equolifaciens_SGB14797	dihomo-linolenoyl ethanolamide	0.013444379471389422
302	Fusicatenibacter_saccharivorans_SGB4874	enterolactone sulfate	0.013444379471389422
303	Dubosiella_newyorkensis_SGB6789	carotene diol (2);carotene diol (1);carotene diol (3)	0.013444379471389422
304	Erysipelotrichaceae_SGB65947;Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	I-urobilinogen;D-urobilin	0.013461447698359072
305	Bifidobacterium_criceti_SGB17283;Bifidobacterium_animalis_SGB17278	N-acetylmuramate	0.013516056901610587
306	Lachnospiraceae_SGB4859;Lachnospiraceae_SGB66068	5-methylcytosine	0.013516648526957428
307	Streptococcus_lutetiensis_SGB8021	2'-deoxyuridine;thymidine	0.013540929139074677
308	Veillonella_magna_SGB6926;Slackia_SGB14778_SGB14778	alpha-CEHC sulfate	0.013635278890138406
309	Dubosiella_newyorkensis_SGB6789	guanosine	0.013636879016467526
310	Blautia_hansenii_SGB4794	nicotinic acid mononucleotide (NaMN);2'-deoxyadenosine 5'-monophosphate;TMP	0.013636879016467526
311	Streptococcus_lutetiensis_SGB8021	N-acetylmuramate	0.013787723107877282
312	Ligilactobacillus_ruminis_SGB7061	I-urobilinogen	0.013884751791341276
313	Erysipelotrichaceae_SGB65948;Faecalibaculum_rodentium_SGB4047;Atopobiaceae_unclassified_SGB105119_SGB105119;Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	thiamin monophosphate	0.013884751791341276
314	Limosilactobacillus_reuteri_SGB7095	malate	0.013983286721314962
315	Peptostreptococcus_russellii_SGB743	beta-guanidinopropanoate	0.0140574325656894
316	Erysipelotrichaceae_SGB65947	2-hydroxyarachidate*	0.0140574325656894
317	Lachnospiraceae_SGB66069;Lachnospiraceae_SGB58537	alpha-hydroxyisocaproate	0.014236332819423485
318	Collinsella_SGB14744_SGB14744	5-methyluridine (ribothymidine)	0.014240806957702221
319	Lachnospiraceae_SGB66069	lysine	0.014291368611112703
320	Blautia_producta_SGB4791	N-acetylmethionine	0.014291368611112703
321	Ligilactobacillus_ruminis_SGB7061	taurocholate	0.01436794666248218
322	Streptococcus_lutetiensis_SGB8021	N2-acetyllysine;N6-acetyllysine	0.014555379766437969
323	Erysipelotrichaceae_SGB72140	N-methylalanine;enterodiol	0.014555379766437969
324	Muribaculaceae_SGB48227	N-monomethylarginine	0.014664746524337226
325	Lachnospiraceae_SGB66069;Lachnospiraceae_SGB58537	uracil	0.014796823648853118
326	Erysipelotrichaceae_SGB65944	carotene diol (1)	0.014796823648853118
327	Collinsella_SGB14744_SGB14744	6-hydroxynicotinate	0.014832154832417876
328	Bifidobacterium_criceti_SGB17283	isocaproate (i6:0)	0.01502735380006651
329	Lachnospiraceae_SGB4870	tryptophan	0.015045705128431463
330	Erysipelotrichaceae_SGB72140	glycerol 3-phosphate	0.01510276747400629
331	Bifidobacterium_criceti_SGB17283;Bifidobacterium_animalis_SGB17278	gamma-glutamylisoleucine*	0.015350181475454354
332	Firmicutes_SGB4052	N-acetylsphingosine	0.015350181475454354
333	Turicibacter_sp_TS3_SGB39153	proline	0.015392671479629593
334	Bifidobacterium_pullorum_SGB17264	sedoheptulose	0.01562705002800762
335	Allobaculum_stercoricanis_SGB29316	beta-alanine	0.015659367102858774
336	Ligilactobacillus_ruminis_SGB7061	3-(2-hydroxyphenyl)propionate	0.016032465747467046
337	Fusicatenibacter_saccharivorans_SGB4874	1-methylnicotinamide	0.01606497777109934
338	Fusicatenibacter_saccharivorans_SGB4874	genistein	0.01606497777109934
339	Lachnospiraceae_SGB4859;Lachnospiraceae_SGB66068	inosine	0.01606497777109934
340	Slackia_SGB14778_SGB14778	alpha-CEHC taurine*;dihydrokaempferol	0.01607780041089718
341	Lachnospiraceae_SGB58537	butyrylglycine (C4)	0.01626595564183234
342	Dubosiella_newyorkensis_SGB6789	inosine	0.01634667654038394
343	Fusicatenibacter_saccharivorans_SGB4874	alpha-ketoglutaramate*;phenylpyruvate	0.016472232976593826
344	Coriobacteriaceae_SGB66221	enterolactone	0.016472232976593826
345	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	inosine	0.016571720584047923
346	Collinsella_intestinalis_SGB14741	N-methylalanine	0.016571720584047923
347	Coriobacteriaceae_SGB66221	cinnamate	0.016571720584047923
348	Erysipelotrichaceae_SGB72140	AMP;UMP;CMP;dCMP	0.016576232950710153
349	Lachnospiraceae_SGB66068	tyrosylglycine	0.016620889376878705
350	Streptococcus_lutetiensis_SGB8021	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0.016621624550380937
351	Candidatus_Catenibacterium_tridentinum_SGB6783	ascorbate (Vitamin C)	0.016737821240573453
352	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	cinnamate;isocaproate (i6:0);5-methylhexanoate (i7:0)	0.01677361973280936
353	Collinsella_SGB14744_SGB14744	secoisolariciresinol diglucoside	0.016814670091055556
354	Lachnospiraceae_SGB4574	isovalerylphenylalanine*	0.016832127031927838
355	Erysipelotrichaceae_SGB65947;Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	ergothioneine	0.01687768291573735
356	Oscillospiraceae_SGB15313	indolepropionate;maltose	0.01687768291573735
357	Holdemanella_porci_SGB6796	5-methyluridine (ribothymidine);adenosine;guanosine	0.016932248793514054
358	UNKNOWN	dihydrocaffeate sulfate (2)	0.017096199805732636
359	Holdemanella_porci_SGB6796;Allobaculum_stercoricanis_SGB29316	1-methylhypoxanthine	0.01712353639988787
360	Erysipelotrichaceae_SGB65947;Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	3-hydroxybutyrate (BHBA)	0.017253984481371016
361	Fusobacteriaceae_SGB6036_group	tyrosol	0.017335814761755636
362	Lachnospiraceae_SGB66069	2-hydroxy-3-methylvalerate	0.01736451515495974
363	Oscillospiraceae_SGB15313	isoleucylglycine;valylglycine	0.01736623259114017
364	Allobaculum_stercoricanis_SGB29316	ergothioneine	0.01739860280546295
365	Oscillospiraceae_SGB15313	lysine;glutamine;glycine;methionine sulfoxide;alanine;threonine;leucine;methionine;isoleucine;valine	0.017415188573344564
366	Blautia_caecimuris_SGB4862	gamma-glutamylisoleucine*	0.01742254225494873
367	Firmicutes_unclassified_SGB14909	N-carboxymethylalanine	0.017550968087822083
368	Dubosiella_newyorkensis_SGB6789	glycodeoxycholate	0.017663950993035086
369	Collinsella_SGB14744_SGB14744	N-acetyltaurine	0.017802997811624987
370	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	beta-alanine	0.017837039576819542
371	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	TMP	0.017854457180834105
372	Clostridiaceae_bacterium_SGB6153	hippurate	0.017933264767462948
373	Lachnospiraceae_SGB4859;Lachnospiraceae_SGB66068	uracil	0.017936409423899805
374	Allobaculum_stercoricanis_SGB29316	N-acetyl-1-methylhistidine*	0.018167513383056926
375	Firmicutes_SGB105987	N-butyryl-phenylalanine	0.01817039202197316
376	Faecalibaculum_rodentium_SGB4047;Atopobiaceae_unclassified_SGB105119_SGB105119;Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	13-HODE + 9-HODE	0.01817039202197316
377	Streptococcus_lutetiensis_SGB8021	ergothioneine;uracil;thymine	0.018403998353833047
378	Dubosiella_newyorkensis_SGB6789	N6-methyllysine;2-aminophenol	0.018403998353833047
379	Erysipelotrichaceae_SGB65948	carotene diol (1);carotene diol (3)	0.018418517827057074
380	Lachnospiraceae_SGB66069	aspartate	0.018575112740993237
381	Ligilactobacillus_ruminis_SGB7061	biliverdin	0.018652796821597206
382	Erysipelotrichaceae_SGB42251;Erysipelotrichaceae_SGB65946	dihydrocaffeate sulfate (2)	0.018725574836328668
383	Firmicutes_unclassified_SGB14909	N-methylglutamate;2R,3R-dihydroxybutyrate	0.018726637529088278
384	Coriobacteriaceae_SGB66221	enterolactone sulfate	0.018734400378348726
385	Bifidobacterium_canis_SGB53847	inosine;xanthosine	0.018750491534390963
386	Lachnospiraceae_unclassified_SGB65957_SGB65957	AMP	0.01896773387319292
387	Turicibacter_sp_TS3_SGB39153	glutamate	0.019218237777661233
388	Dubosiella_newyorkensis_SGB6789	enterolactone sulfate	0.019218237777661233
389	Holdemanella_porci_SGB6796	5-aminovalerate	0.0192657779013965
390	Streptococcus_alactolyticus_SGB8017	CMP;dCMP	0.01938299899583126
391	Erysipelotrichaceae_SGB44483	2-hydroxyarachidate*	0.019478440020666253
392	Firmicutes_SGB105987;Firmicutes_SGB4052;Firmicutes_unclassified_SGB4994	N-acetylmethionine;N-acetylmethionine sulfoxide	0.019547014207628267
393	Oscillospiraceae_SGB15313	N,N-dimethylalanine	0.019547014207628267
394	Blautia_caecimuris_SGB4862	cysteine s-sulfate;arginine	0.019634530244576696
395	Lachnospiraceae_SGB106016	valylglutamine;tryptophan;glycylisoleucine;glycylleucine;glycylvaline;phenylalanine;tyrosine	0.019634530244576696
396	Firmicutes_SGB66598	glutamate, gamma-methyl ester	0.019634530244576696
397	Lachnospiraceae_SGB4574	o-Tyrosine	0.01964560263759033
398	Adlercreutzia_equolifaciens_SGB14797	N-acetylglutamate	0.01967931829155847
399	Fusicatenibacter_saccharivorans_SGB4874	spermine	0.019764290269890645
400	Allobaculum_stercoricanis_SGB29316	3-hydroxysuberate	0.019810722056419892
401	Firmicutes_SGB106203	spermine	0.019810722056419892
402	Ligilactobacillus_ruminis_SGB7061	serotonin	0.019810722056419892
403	Adlercreutzia_equolifaciens_SGB14797	N,N-dimethylalanine	0.019916473450792945
404	Lachnospiraceae_SGB4870	5-oxoproline	0.01998058872993526
405	Adlercreutzia_equolifaciens_SGB14797	N,N-dimethyl-5-aminovalerate	0.020003681734975427
406	Dubosiella_newyorkensis_SGB6789	beta-alanine	0.0200696175343831
407	Faecalimonas_umbilicata_SGB4583	alpha-CEHC;I-urobilinogen;D-urobilin;biliverdin;thiamin monophosphate	0.0200696175343831
408	Dubosiella_newyorkensis_SGB6789	3-hydroxysuberate	0.020109052888950388
409	Lachnospiraceae_SGB66069	4-hydroxybenzoate	0.02023829395145099
410	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	adenine	0.020286044876602835
411	Bifidobacterium_pseudolongum_SGB17279;Bifidobacterium_criceti_SGB17283;Bifidobacterium_animalis_SGB17278	N-acetylcitrulline	0.020301011971134354
412	Slackia_SGB14778_SGB14778	N-methylglutamate;2R,3R-dihydroxybutyrate	0.020335474822602242
413	Firmicutes_SGB105987;Firmicutes_SGB4052;Firmicutes_unclassified_SGB4994	oxindolylalanine	0.020366594690893868
414	Dubosiella_newyorkensis_SGB6789	AMP	0.020366594690893868
415	Lactobacillus_acidophilus_SGB7044	adenine	0.020366594690893868
416	Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	cis-3,4-methyleneheptanoylcarnitine	0.020366594690893868
417	Erysipelotrichaceae_SGB65947	phosphocholine	0.020391297741654133
418	Lactobacillus_acidophilus_SGB7044	1-palmitoleoyl-GPC* (16:1)*	0.020396314315949727
419	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	glutamate, gamma-methyl ester	0.020396314315949727
420	Firmicutes_SGB4052;Firmicutes_unclassified_SGB4994	N-delta-acetylornithine	0.020396314315949727
421	Coriobacteriaceae_SGB66221	AMP	0.02044374547786516
422	Lactobacillus_johnsonii_SGB7041;Limosilactobacillus_reuteri_SGB7095	N-formylmethionine	0.02046646657422103
423	Lachnospiraceae_SGB66068	N6,N6,N6-trimethyllysine	0.02046646657422103
424	Lachnospiraceae_unclassified_SGB65957_SGB65957	N-acetylputrescine	0.02046646657422103
425	Adlercreutzia_equolifaciens_SGB14797	histamine	0.020484611976284005
426	Oscillospiraceae_SGB15313	alpha-CEHC sulfate	0.020484611976284005
427	Leucobacter_sp_OH1287_SGB33648	1-carboxyethylvaline	0.02053375034956519
428	Firmicutes_SGB106203	triacetate lactone;trimethylamine N-oxide;genistein	0.0205775261463313
429	Erysipelotrichaceae_SGB65948	N-acetyl-1-methylhistidine*	0.02057958625151576
430	Erysipelotrichaceae_SGB65944	cis-3,4-methyleneheptanoylcarnitine	0.02057958625151576
431	Fusicatenibacter_saccharivorans_SGB4874	dihydrokaempferol	0.02059025072412634
432	Dubosiella_newyorkensis_SGB6789	leucylhydroxyproline*	0.02059025072412634
433	Veillonella_magna_SGB6926	N,N-dimethylalanine	0.02059025072412634
434	Lactobacillus_johnsonii_SGB7041	isohyodeoxycholate	0.02059025072412634
